"MTU","Scheduled Generation [MW] (D) - BZN|ES","Scheduled Consumption [MW] (D) - BZN|ES"
"04.01.2020 06:00 - 04.01.2020 07:00 (UTC)","23876","1991"
"04.01.2020 07:00 - 04.01.2020 08:00 (UTC)","24376","841"
"04.01.2020 08:00 - 04.01.2020 09:00 (UTC)","25960","0"
"04.01.2020 09:00 - 04.01.2020 10:00 (UTC)","27853","0"
"04.01.2020 10:00 - 04.01.2020 11:00 (UTC)","28661","0"
"04.01.2020 11:00 - 04.01.2020 12:00 (UTC)","29119","0"
"04.01.2020 12:00 - 04.01.2020 13:00 (UTC)","29136","260"
"04.01.2020 13:00 - 04.01.2020 14:00 (UTC)","28762","497"
"04.01.2020 14:00 - 04.01.2020 15:00 (UTC)","28257","477"
"04.01.2020 15:00 - 04.01.2020 16:00 (UTC)","26955","260"
"04.01.2020 16:00 - 04.01.2020 17:00 (UTC)","26836","0"
"04.01.2020 17:00 - 04.01.2020 18:00 (UTC)","26333","0"
"04.01.2020 18:00 - 04.01.2020 19:00 (UTC)","26517","0"
"04.01.2020 19:00 - 04.01.2020 20:00 (UTC)","26269","0"
"04.01.2020 20:00 - 04.01.2020 21:00 (UTC)","26222","0"
"04.01.2020 21:00 - 04.01.2020 22:00 (UTC)","25442","0"
"04.01.2020 22:00 - 04.01.2020 23:00 (UTC)","24726","0"
"04.01.2020 23:00 - 05.01.2020 00:00 (UTC)","23956","267"
"05.01.2020 00:00 - 05.01.2020 01:00 (UTC)","22946","570"
"05.01.2020 01:00 - 05.01.2020 02:00 (UTC)","22620","1533"
"05.01.2020 02:00 - 05.01.2020 03:00 (UTC)","21698","2432"
"05.01.2020 03:00 - 05.01.2020 04:00 (UTC)","21362","2473"
"05.01.2020 04:00 - 05.01.2020 05:00 (UTC)","21149","2592"
"05.01.2020 05:00 - 05.01.2020 06:00 (UTC)","21262","2386"
"05.01.2020 06:00 - 05.01.2020 07:00 (UTC)","21800","1416"
"05.01.2020 07:00 - 05.01.2020 08:00 (UTC)","21768","505"
"05.01.2020 08:00 - 05.01.2020 09:00 (UTC)","22849","278"
"05.01.2020 09:00 - 05.01.2020 10:00 (UTC)","24331","0"
"05.01.2020 10:00 - 05.01.2020 11:00 (UTC)","25793","0"
"05.01.2020 11:00 - 05.01.2020 12:00 (UTC)","26594","0"
"05.01.2020 12:00 - 05.01.2020 13:00 (UTC)","26330","185"
"05.01.2020 13:00 - 05.01.2020 14:00 (UTC)","26028","200"
"05.01.2020 14:00 - 05.01.2020 15:00 (UTC)","25504","0"
"05.01.2020 15:00 - 05.01.2020 16:00 (UTC)","24624","0"
"05.01.2020 16:00 - 05.01.2020 17:00 (UTC)","23676","0"
"05.01.2020 17:00 - 05.01.2020 18:00 (UTC)","22790","0"
"05.01.2020 18:00 - 05.01.2020 19:00 (UTC)","23544","0"
"05.01.2020 19:00 - 05.01.2020 20:00 (UTC)","24394","0"
"05.01.2020 20:00 - 05.01.2020 21:00 (UTC)","24627","0"
"05.01.2020 21:00 - 05.01.2020 22:00 (UTC)","23690","0"
"05.01.2020 22:00 - 05.01.2020 23:00 (UTC)","22351","0"
"05.01.2020 23:00 - 06.01.2020 00:00 (UTC)","21204","0"
"06.01.2020 00:00 - 06.01.2020 01:00 (UTC)","20385","0"
"06.01.2020 01:00 - 06.01.2020 02:00 (UTC)","19670","363"
"06.01.2020 02:00 - 06.01.2020 03:00 (UTC)","19774","791"
"06.01.2020 03:00 - 06.01.2020 04:00 (UTC)","19903","952"
"06.01.2020 04:00 - 06.01.2020 05:00 (UTC)","20126","1222"
"06.01.2020 05:00 - 06.01.2020 06:00 (UTC)","20141","432"
"06.01.2020 06:00 - 06.01.2020 07:00 (UTC)","21514","0"
"06.01.2020 07:00 - 06.01.2020 08:00 (UTC)","22530","0"
"06.01.2020 08:00 - 06.01.2020 09:00 (UTC)","23824","0"
"06.01.2020 09:00 - 06.01.2020 10:00 (UTC)","25166","0"
"06.01.2020 10:00 - 06.01.2020 11:00 (UTC)","26283","0"
"06.01.2020 11:00 - 06.01.2020 12:00 (UTC)","26770","0"
"06.01.2020 12:00 - 06.01.2020 13:00 (UTC)","26709","0"
"06.01.2020 13:00 - 06.01.2020 14:00 (UTC)","26564","0"
"06.01.2020 14:00 - 06.01.2020 15:00 (UTC)","26753","0"
"06.01.2020 15:00 - 06.01.2020 16:00 (UTC)","25505","0"
"06.01.2020 16:00 - 06.01.2020 17:00 (UTC)","24607","0"
"06.01.2020 17:00 - 06.01.2020 18:00 (UTC)","24771","0"
"06.01.2020 18:00 - 06.01.2020 19:00 (UTC)","24757","0"
"06.01.2020 19:00 - 06.01.2020 20:00 (UTC)","24873","0"
"06.01.2020 20:00 - 06.01.2020 21:00 (UTC)","25178","0"
"06.01.2020 21:00 - 06.01.2020 22:00 (UTC)","24636","0"
"06.01.2020 22:00 - 06.01.2020 23:00 (UTC)","23044","0"
"06.01.2020 23:00 - 07.01.2020 00:00 (UTC)","21751","105"
"07.01.2020 00:00 - 07.01.2020 01:00 (UTC)","21345","781"
"07.01.2020 01:00 - 07.01.2020 02:00 (UTC)","21004","925"
"07.01.2020 02:00 - 07.01.2020 03:00 (UTC)","20650","934"
"07.01.2020 03:00 - 07.01.2020 04:00 (UTC)","20609","931"
"07.01.2020 04:00 - 07.01.2020 05:00 (UTC)","20817","738"
"07.01.2020 05:00 - 07.01.2020 06:00 (UTC)","22480","0"
"07.01.2020 06:00 - 07.01.2020 07:00 (UTC)","27597","0"
"07.01.2020 07:00 - 07.01.2020 08:00 (UTC)","31316","0"
"07.01.2020 08:00 - 07.01.2020 09:00 (UTC)","31923","0"
"07.01.2020 09:00 - 07.01.2020 10:00 (UTC)","33491","0"
"07.01.2020 10:00 - 07.01.2020 11:00 (UTC)","34325","0"
"07.01.2020 11:00 - 07.01.2020 12:00 (UTC)","34284","0"
"07.01.2020 12:00 - 07.01.2020 13:00 (UTC)","33665","0"
"07.01.2020 13:00 - 07.01.2020 14:00 (UTC)","33082","0"
"07.01.2020 14:00 - 07.01.2020 15:00 (UTC)","32508","0"
"07.01.2020 15:00 - 07.01.2020 16:00 (UTC)","31474","0"
"07.01.2020 16:00 - 07.01.2020 17:00 (UTC)","30987","0"
"07.01.2020 17:00 - 07.01.2020 18:00 (UTC)","30485","0"
"07.01.2020 18:00 - 07.01.2020 19:00 (UTC)","31114","0"
"07.01.2020 19:00 - 07.01.2020 20:00 (UTC)","31423","0"
"07.01.2020 20:00 - 07.01.2020 21:00 (UTC)","30770","0"
"07.01.2020 21:00 - 07.01.2020 22:00 (UTC)","29007","0"
"07.01.2020 22:00 - 07.01.2020 23:00 (UTC)","26578","0"
"07.01.2020 23:00 - 08.01.2020 00:00 (UTC)","24350","0"
"08.01.2020 00:00 - 08.01.2020 01:00 (UTC)","22889","0"
"08.01.2020 01:00 - 08.01.2020 02:00 (UTC)","22551","0"
"08.01.2020 02:00 - 08.01.2020 03:00 (UTC)","22145","0"
"08.01.2020 03:00 - 08.01.2020 04:00 (UTC)","22237","247"
"08.01.2020 04:00 - 08.01.2020 05:00 (UTC)","22357","0"
"08.01.2020 05:00 - 08.01.2020 06:00 (UTC)","23382","0"
"08.01.2020 06:00 - 08.01.2020 07:00 (UTC)","26521","0"
"08.01.2020 07:00 - 08.01.2020 08:00 (UTC)","28291","0"
"08.01.2020 08:00 - 08.01.2020 09:00 (UTC)","29620","0"
"08.01.2020 09:00 - 08.01.2020 10:00 (UTC)","30633","0"
"08.01.2020 10:00 - 08.01.2020 11:00 (UTC)","30892","0"
"08.01.2020 11:00 - 08.01.2020 12:00 (UTC)","31110","0"
"08.01.2020 12:00 - 08.01.2020 13:00 (UTC)","31263","0"
"08.01.2020 13:00 - 08.01.2020 14:00 (UTC)","30828","0"
"08.01.2020 14:00 - 08.01.2020 15:00 (UTC)","30427","0"
"08.01.2020 15:00 - 08.01.2020 16:00 (UTC)","29618","0"
"08.01.2020 16:00 - 08.01.2020 17:00 (UTC)","30256","0"
"08.01.2020 17:00 - 08.01.2020 18:00 (UTC)","30601","0"
"08.01.2020 18:00 - 08.01.2020 19:00 (UTC)","30503","0"
"08.01.2020 19:00 - 08.01.2020 20:00 (UTC)","31050","0"
"08.01.2020 20:00 - 08.01.2020 21:00 (UTC)","30474","0"
"08.01.2020 21:00 - 08.01.2020 22:00 (UTC)","29026","0"
"08.01.2020 22:00 - 08.01.2020 23:00 (UTC)","26694","0"
"08.01.2020 23:00 - 09.01.2020 00:00 (UTC)","24566","0"
"09.01.2020 00:00 - 09.01.2020 01:00 (UTC)","23248","50"
"09.01.2020 01:00 - 09.01.2020 02:00 (UTC)","22403","50"
"09.01.2020 02:00 - 09.01.2020 03:00 (UTC)","22555","482"
"09.01.2020 03:00 - 09.01.2020 04:00 (UTC)","22440","482"
"09.01.2020 04:00 - 09.01.2020 05:00 (UTC)","22714","292"
"09.01.2020 05:00 - 09.01.2020 06:00 (UTC)","23813","50"
"09.01.2020 06:00 - 09.01.2020 07:00 (UTC)","26756","0"
"09.01.2020 07:00 - 09.01.2020 08:00 (UTC)","28641","0"
"09.01.2020 08:00 - 09.01.2020 09:00 (UTC)","29913","0"
"09.01.2020 09:00 - 09.01.2020 10:00 (UTC)","31019","0"
"09.01.2020 10:00 - 09.01.2020 11:00 (UTC)","31569","0"
"09.01.2020 11:00 - 09.01.2020 12:00 (UTC)","31985","0"
"09.01.2020 12:00 - 09.01.2020 13:00 (UTC)","31903","0"
"09.01.2020 13:00 - 09.01.2020 14:00 (UTC)","31193","0"
"09.01.2020 14:00 - 09.01.2020 15:00 (UTC)","30654","0"
"09.01.2020 15:00 - 09.01.2020 16:00 (UTC)","29617","0"
"09.01.2020 16:00 - 09.01.2020 17:00 (UTC)","28966","0"
"09.01.2020 17:00 - 09.01.2020 18:00 (UTC)","29212","0"
"09.01.2020 18:00 - 09.01.2020 19:00 (UTC)","29661","0"
"09.01.2020 19:00 - 09.01.2020 20:00 (UTC)","29949","0"
"09.01.2020 20:00 - 09.01.2020 21:00 (UTC)","29509","0"
"09.01.2020 21:00 - 09.01.2020 22:00 (UTC)","27910","0"
"09.01.2020 22:00 - 09.01.2020 23:00 (UTC)","25974","0"
"09.01.2020 23:00 - 10.01.2020 00:00 (UTC)","25104","190"
"10.01.2020 00:00 - 10.01.2020 01:00 (UTC)","25557","1797"
"10.01.2020 01:00 - 10.01.2020 02:00 (UTC)","25424","2995"
"10.01.2020 02:00 - 10.01.2020 03:00 (UTC)","25068","3133"
"10.01.2020 03:00 - 10.01.2020 04:00 (UTC)","24977","3148"
"10.01.2020 04:00 - 10.01.2020 05:00 (UTC)","25317","3133"
"10.01.2020 05:00 - 10.01.2020 06:00 (UTC)","26163","2022"
"10.01.2020 06:00 - 10.01.2020 07:00 (UTC)","28066","0"
"10.01.2020 07:00 - 10.01.2020 08:00 (UTC)","28895","0"
"10.01.2020 08:00 - 10.01.2020 09:00 (UTC)","29854","0"
"10.01.2020 09:00 - 10.01.2020 10:00 (UTC)","31188","0"
"10.01.2020 10:00 - 10.01.2020 11:00 (UTC)","32301","0"
"10.01.2020 11:00 - 10.01.2020 12:00 (UTC)","33003","0"
"10.01.2020 12:00 - 10.01.2020 13:00 (UTC)","32968","0"
"10.01.2020 13:00 - 10.01.2020 14:00 (UTC)","32733","0"
"10.01.2020 14:00 - 10.01.2020 15:00 (UTC)","32322","0"
"10.01.2020 15:00 - 10.01.2020 16:00 (UTC)","31705","0"
"10.01.2020 16:00 - 10.01.2020 17:00 (UTC)","31024","0"
"10.01.2020 17:00 - 10.01.2020 18:00 (UTC)","29827","0"
"10.01.2020 18:00 - 10.01.2020 19:00 (UTC)","29620","0"
"10.01.2020 19:00 - 10.01.2020 20:00 (UTC)","29558","0"
"10.01.2020 20:00 - 10.01.2020 21:00 (UTC)","28917","0"
"10.01.2020 21:00 - 10.01.2020 22:00 (UTC)","27795","0"
"10.01.2020 22:00 - 10.01.2020 23:00 (UTC)","25813","0"
"10.01.2020 23:00 - 11.01.2020 00:00 (UTC)","24493","0"
"11.01.2020 00:00 - 11.01.2020 01:00 (UTC)","23432","202"
"11.01.2020 01:00 - 11.01.2020 02:00 (UTC)","23030","471"
"11.01.2020 02:00 - 11.01.2020 03:00 (UTC)","22579","781"
"11.01.2020 03:00 - 11.01.2020 04:00 (UTC)","22391","801"
"11.01.2020 04:00 - 11.01.2020 05:00 (UTC)","22154","732"
"11.01.2020 05:00 - 11.01.2020 06:00 (UTC)","22297","509"
"11.01.2020 06:00 - 11.01.2020 07:00 (UTC)","23107","472"
"11.01.2020 07:00 - 11.01.2020 08:00 (UTC)","23536","282"
"11.01.2020 08:00 - 11.01.2020 09:00 (UTC)","25079","0"
"11.01.2020 09:00 - 11.01.2020 10:00 (UTC)","26563","0"
"11.01.2020 10:00 - 11.01.2020 11:00 (UTC)","27475","0"
"11.01.2020 11:00 - 11.01.2020 12:00 (UTC)","27536","0"
"11.01.2020 12:00 - 11.01.2020 13:00 (UTC)","27456","0"
"11.01.2020 13:00 - 11.01.2020 14:00 (UTC)","27122","0"
"11.01.2020 14:00 - 11.01.2020 15:00 (UTC)","26167","0"
"11.01.2020 15:00 - 11.01.2020 16:00 (UTC)","25116","0"
"11.01.2020 16:00 - 11.01.2020 17:00 (UTC)","24377","0"
"11.01.2020 17:00 - 11.01.2020 18:00 (UTC)","25194","0"
"11.01.2020 18:00 - 11.01.2020 19:00 (UTC)","26498","0"
"11.01.2020 19:00 - 11.01.2020 20:00 (UTC)","27191","0"
"11.01.2020 20:00 - 11.01.2020 21:00 (UTC)","27057","0"
"11.01.2020 21:00 - 11.01.2020 22:00 (UTC)","25621","0"
"11.01.2020 22:00 - 11.01.2020 23:00 (UTC)","23884","0"
"11.01.2020 23:00 - 12.01.2020 00:00 (UTC)","22928","0"
"12.01.2020 00:00 - 12.01.2020 01:00 (UTC)","22428","0"
"12.01.2020 01:00 - 12.01.2020 02:00 (UTC)","21190","0"
"12.01.2020 02:00 - 12.01.2020 03:00 (UTC)","20525","0"
"12.01.2020 03:00 - 12.01.2020 04:00 (UTC)","20432","0"
"12.01.2020 04:00 - 12.01.2020 05:00 (UTC)","20479","12"
"12.01.2020 05:00 - 12.01.2020 06:00 (UTC)","20674","0"
"12.01.2020 06:00 - 12.01.2020 07:00 (UTC)","21104","0"
"12.01.2020 07:00 - 12.01.2020 08:00 (UTC)","21626","0"
"12.01.2020 08:00 - 12.01.2020 09:00 (UTC)","22613","0"
"12.01.2020 09:00 - 12.01.2020 10:00 (UTC)","24243","0"
"12.01.2020 10:00 - 12.01.2020 11:00 (UTC)","25473","0"
"12.01.2020 11:00 - 12.01.2020 12:00 (UTC)","26053","0"
"12.01.2020 12:00 - 12.01.2020 13:00 (UTC)","26480","0"
"12.01.2020 13:00 - 12.01.2020 14:00 (UTC)","26714","0"
"12.01.2020 14:00 - 12.01.2020 15:00 (UTC)","25403","0"
"12.01.2020 15:00 - 12.01.2020 16:00 (UTC)","24493","0"
"12.01.2020 16:00 - 12.01.2020 17:00 (UTC)","23263","0"
"12.01.2020 17:00 - 12.01.2020 18:00 (UTC)","24216","0"
"12.01.2020 18:00 - 12.01.2020 19:00 (UTC)","25741","0"
"12.01.2020 19:00 - 12.01.2020 20:00 (UTC)","26942","0"
"12.01.2020 20:00 - 12.01.2020 21:00 (UTC)","27104","0"
"12.01.2020 21:00 - 12.01.2020 22:00 (UTC)","25866","0"
"12.01.2020 22:00 - 12.01.2020 23:00 (UTC)","23528","0"
"12.01.2020 23:00 - 13.01.2020 00:00 (UTC)","22771","0"
"13.01.2020 00:00 - 13.01.2020 01:00 (UTC)","22194","0"
"13.01.2020 01:00 - 13.01.2020 02:00 (UTC)","21291","0"
"13.01.2020 02:00 - 13.01.2020 03:00 (UTC)","21061","102"
"13.01.2020 03:00 - 13.01.2020 04:00 (UTC)","20903","102"
"13.01.2020 04:00 - 13.01.2020 05:00 (UTC)","21480","73"
"13.01.2020 05:00 - 13.01.2020 06:00 (UTC)","23365","0"
"13.01.2020 06:00 - 13.01.2020 07:00 (UTC)","26938","0"
"13.01.2020 07:00 - 13.01.2020 08:00 (UTC)","29353","0"
"13.01.2020 08:00 - 13.01.2020 09:00 (UTC)","30665","0"
"13.01.2020 09:00 - 13.01.2020 10:00 (UTC)","32294","0"
"13.01.2020 10:00 - 13.01.2020 11:00 (UTC)","32598","0"
"13.01.2020 11:00 - 13.01.2020 12:00 (UTC)","32705","0"
"13.01.2020 12:00 - 13.01.2020 13:00 (UTC)","33056","0"
"13.01.2020 13:00 - 13.01.2020 14:00 (UTC)","33025","0"
"13.01.2020 14:00 - 13.01.2020 15:00 (UTC)","32502","0"
"13.01.2020 15:00 - 13.01.2020 16:00 (UTC)","31687","0"
"13.01.2020 16:00 - 13.01.2020 17:00 (UTC)","31605","0"
"13.01.2020 17:00 - 13.01.2020 18:00 (UTC)","32059","0"
"13.01.2020 18:00 - 13.01.2020 19:00 (UTC)","32767","0"
"13.01.2020 19:00 - 13.01.2020 20:00 (UTC)","33409","0"
"13.01.2020 20:00 - 13.01.2020 21:00 (UTC)","33260","0"
"13.01.2020 21:00 - 13.01.2020 22:00 (UTC)","31632","52"
"13.01.2020 22:00 - 13.01.2020 23:00 (UTC)","29412","522"
"13.01.2020 23:00 - 14.01.2020 00:00 (UTC)","26385","522"
"14.01.2020 00:00 - 14.01.2020 01:00 (UTC)","26128","1749"
"14.01.2020 01:00 - 14.01.2020 02:00 (UTC)","26002","2566"
"14.01.2020 02:00 - 14.01.2020 03:00 (UTC)","25420","2583"
"14.01.2020 03:00 - 14.01.2020 04:00 (UTC)","25136","2583"
"14.01.2020 04:00 - 14.01.2020 05:00 (UTC)","24878","1829"
"14.01.2020 05:00 - 14.01.2020 06:00 (UTC)","25051","758"
"14.01.2020 06:00 - 14.01.2020 07:00 (UTC)","27713","0"
"14.01.2020 07:00 - 14.01.2020 08:00 (UTC)","29150","0"
"14.01.2020 08:00 - 14.01.2020 09:00 (UTC)","30046","0"
"14.01.2020 09:00 - 14.01.2020 10:00 (UTC)","31082","0"
"14.01.2020 10:00 - 14.01.2020 11:00 (UTC)","31602","0"
"14.01.2020 11:00 - 14.01.2020 12:00 (UTC)","31761","0"
"14.01.2020 12:00 - 14.01.2020 13:00 (UTC)","31564","0"
"14.01.2020 13:00 - 14.01.2020 14:00 (UTC)","30995","90"
"14.01.2020 14:00 - 14.01.2020 15:00 (UTC)","30544","137"
"14.01.2020 15:00 - 14.01.2020 16:00 (UTC)","29629","71"
"14.01.2020 16:00 - 14.01.2020 17:00 (UTC)","29420","0"
"14.01.2020 17:00 - 14.01.2020 18:00 (UTC)","30480","242"
"14.01.2020 18:00 - 14.01.2020 19:00 (UTC)","30935","143"
"14.01.2020 19:00 - 14.01.2020 20:00 (UTC)","31440","154"
"14.01.2020 20:00 - 14.01.2020 21:00 (UTC)","31791","165"
"14.01.2020 21:00 - 14.01.2020 22:00 (UTC)","29871","180"
"14.01.2020 22:00 - 14.01.2020 23:00 (UTC)","29007","1807"
"14.01.2020 23:00 - 15.01.2020 00:00 (UTC)","26935","1823"
"15.01.2020 00:00 - 15.01.2020 01:00 (UTC)","26720","2926"
"15.01.2020 01:00 - 15.01.2020 02:00 (UTC)","26392","3336"
"15.01.2020 02:00 - 15.01.2020 03:00 (UTC)","25892","3250"
"15.01.2020 03:00 - 15.01.2020 04:00 (UTC)","25733","3250"
"15.01.2020 04:00 - 15.01.2020 05:00 (UTC)","25822","3253"
"15.01.2020 05:00 - 15.01.2020 06:00 (UTC)","26505","2193"
"15.01.2020 06:00 - 15.01.2020 07:00 (UTC)","28174","85"
"15.01.2020 07:00 - 15.01.2020 08:00 (UTC)","29803","0"
"15.01.2020 08:00 - 15.01.2020 09:00 (UTC)","30782","0"
"15.01.2020 09:00 - 15.01.2020 10:00 (UTC)","31446","0"
"15.01.2020 10:00 - 15.01.2020 11:00 (UTC)","31746","0"
"15.01.2020 11:00 - 15.01.2020 12:00 (UTC)","31839","0"
"15.01.2020 12:00 - 15.01.2020 13:00 (UTC)","31873","0"
"15.01.2020 13:00 - 15.01.2020 14:00 (UTC)","31256","0"
"15.01.2020 14:00 - 15.01.2020 15:00 (UTC)","30606","0"
"15.01.2020 15:00 - 15.01.2020 16:00 (UTC)","29568","0"
"15.01.2020 16:00 - 15.01.2020 17:00 (UTC)","29025","0"
"15.01.2020 17:00 - 15.01.2020 18:00 (UTC)","28795","0"
"15.01.2020 18:00 - 15.01.2020 19:00 (UTC)","29646","0"
"15.01.2020 19:00 - 15.01.2020 20:00 (UTC)","30029","0"
"15.01.2020 20:00 - 15.01.2020 21:00 (UTC)","29957","0"
"15.01.2020 21:00 - 15.01.2020 22:00 (UTC)","29237","0"
"15.01.2020 22:00 - 15.01.2020 23:00 (UTC)","27336","0"
"15.01.2020 23:00 - 16.01.2020 00:00 (UTC)","24588","0"
"16.01.2020 00:00 - 16.01.2020 01:00 (UTC)","24304","1019"
"16.01.2020 01:00 - 16.01.2020 02:00 (UTC)","24507","1875"
"16.01.2020 02:00 - 16.01.2020 03:00 (UTC)","24115","2414"
"16.01.2020 03:00 - 16.01.2020 04:00 (UTC)","24177","2438"
"16.01.2020 04:00 - 16.01.2020 05:00 (UTC)","24268","1256"
"16.01.2020 05:00 - 16.01.2020 06:00 (UTC)","25092","0"
"16.01.2020 06:00 - 16.01.2020 07:00 (UTC)","28322","0"
"16.01.2020 07:00 - 16.01.2020 08:00 (UTC)","31031","0"
"16.01.2020 08:00 - 16.01.2020 09:00 (UTC)","30887","0"
"16.01.2020 09:00 - 16.01.2020 10:00 (UTC)","31778","0"
"16.01.2020 10:00 - 16.01.2020 11:00 (UTC)","33204","0"
"16.01.2020 11:00 - 16.01.2020 12:00 (UTC)","33811","0"
"16.01.2020 12:00 - 16.01.2020 13:00 (UTC)","33739","0"
